Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
NDUFA3	gene	NDUFA3	Expert list;Radboud University Medical Center, Nijmegen	Mitochondrial disorders	Mitochondrial	Metabolic disorders		Isolated complex I deficiency;No OMIM phenotype						False	1	0;100;0	7.6	False		ENSG00000170906	ENSG00000170906	HGNC:7686													
NDUFA5	gene	NDUFA5	Expert list;Radboud University Medical Center, Nijmegen	Mitochondrial disorders	Mitochondrial	Metabolic disorders		Isolated complex I deficiency;No OMIM phenotype				24154540		False	1	0;100;0	7.6	False		ENSG00000128609	ENSG00000128609	HGNC:7688													
NDUFA7	gene	NDUFA7	Expert list;Radboud University Medical Center, Nijmegen	Mitochondrial disorders	Mitochondrial	Metabolic disorders		Isolated complex I deficiency;No OMIM phenotype						False	1	0;100;0	7.6	False		ENSG00000267855	ENSG00000267855	HGNC:7691													
NDUFAB1	gene	NDUFAB1	Expert list;Radboud University Medical Center, Nijmegen	Mitochondrial disorders	Mitochondrial	Metabolic disorders		Isolated complex I deficiency;No OMIM phenotype						False	1	0;100;0	7.6	False		ENSG00000004779	ENSG00000004779	HGNC:7694													
NDUFAF7	gene	NDUFAF7	Expert Review Red;NHS GMS	Mitochondrial disorders	Mitochondrial	Metabolic disorders	Unknown	No OMIM phenotype				28837730		False	1	0;50;50	7.6	False		ENSG00000003509	ENSG00000003509	HGNC:28816													
NDUFB1	gene	NDUFB1	Expert list;Radboud University Medical Center, Nijmegen	Mitochondrial disorders	Mitochondrial	Metabolic disorders		Isolated complex I deficiency;No OMIM phenotype						False	1	0;100;0	7.6	False		ENSG00000183648	ENSG00000183648	HGNC:7695													
NDUFB2	gene	NDUFB2	Expert list	Mitochondrial disorders	Mitochondrial	Metabolic disorders		Isolated complex I deficiency						False	1	0;100;0	7.6	False		ENSG00000090266	ENSG00000090266	HGNC:7697													
NDUFB4	gene	NDUFB4	Expert list;Radboud University Medical Center, Nijmegen	Mitochondrial disorders	Mitochondrial	Metabolic disorders		Isolated complex I deficiency;No OMIM phenotype						False	1	0;100;0	7.6	False		ENSG00000065518	ENSG00000065518	HGNC:7699													
NDUFB5	gene	NDUFB5	Expert list	Mitochondrial disorders	Mitochondrial	Metabolic disorders		Isolated complex I deficiency						False	1	0;100;0	7.6	False		ENSG00000136521	ENSG00000136521	HGNC:7700													
NDUFB6	gene	NDUFB6	Expert list	Mitochondrial disorders	Mitochondrial	Metabolic disorders		Isolated complex I deficiency						False	1	0;100;0	7.6	False		ENSG00000165264	ENSG00000165264	HGNC:7701													
NDUFC1	gene	NDUFC1	Expert list;Radboud University Medical Center, Nijmegen	Mitochondrial disorders	Mitochondrial	Metabolic disorders		Isolated complex I deficiency;No OMIM phenotype						False	1	0;100;0	7.6	False		ENSG00000109390	ENSG00000109390	HGNC:7705													
NDUFS5	gene	NDUFS5	Emory Genetics Laboratory;Expert list;Expert Review Red;Radboud University Medical Center, Nijmegen	Mitochondrial disorders	Mitochondrial	Metabolic disorders		Isolated complex I deficiency;No OMIM phenotype;Mitochondrial Diseases						False	1	0;100;0	7.6	True		ENSG00000168653	ENSG00000168653	HGNC:7712													
NDUFV3	gene	NDUFV3	Emory Genetics Laboratory;Expert list;Expert Review Red;Radboud University Medical Center, Nijmegen	Mitochondrial disorders	Mitochondrial	Metabolic disorders	Unknown	Isolated complex I deficiency;No OMIM phenotype;Mitochondrial Diseases						False	1	0;100;0	7.6	True		ENSG00000160194	ENSG00000160194	HGNC:7719													
NNT	gene	NNT	Expert	Mitochondrial disorders	Mitochondrial	Metabolic disorders								False	1	100;0;0	7.6	False		ENSG00000112992	ENSG00000112992	HGNC:7863													
PAM16	gene	PAM16	Expert list	Mitochondrial disorders	Mitochondrial	Metabolic disorders		Spondylometaphyseal dysplasia, Megarbane-Dagher-Melike type 613320				29903433;27354339		False	1	0;0;100	7.6	False		ENSG00000217930	ENSG00000217930	HGNC:29679													
PDE12	gene	PDE12	Expert list	Mitochondrial disorders	Mitochondrial	Metabolic disorders						29903433;28745585		False	1	0;0;100	7.6	False		ENSG00000174840	ENSG00000174840	HGNC:25386													
PDK1	gene	PDK1	Radboud University Medical Center, Nijmegen	Mitochondrial disorders	Mitochondrial	Metabolic disorders		No OMIM phenotype						False	1	100;0;0	7.6	False		ENSG00000152256	ENSG00000152256	HGNC:8809													
PDK2	gene	PDK2	Radboud University Medical Center, Nijmegen	Mitochondrial disorders	Mitochondrial	Metabolic disorders		No OMIM phenotype						False	1	0;100;0	7.6	False		ENSG00000005882	ENSG00000005882	HGNC:8810													
PDK3	gene	PDK3	Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	?Charcot-Marie-Tooth disease, X-linked dominant, 6, 300905				23297365;26801680;27388934;28902413;32504000;34387338		False	1	33;33;33	7.6	False		ENSG00000067992	ENSG00000067992	HGNC:8811													
PDK4	gene	PDK4	Radboud University Medical Center, Nijmegen	Mitochondrial disorders	Mitochondrial	Metabolic disorders		No OMIM phenotype						False	1	0;100;0	7.6	False		ENSG00000004799	ENSG00000004799	HGNC:8812													
PDP2	gene	PDP2	Expert Review;Other	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal							False	1	0;50;50	7.6	False		ENSG00000172840	ENSG00000172840	HGNC:30263													
PDPR	gene	PDPR	Expert Review;Expert Review Red;Literature	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal					25558065		False	1	50;50;0	7.6	False		ENSG00000090857	ENSG00000090857	HGNC:30264													
PET117	gene	PET117	Expert list;Expert Review Red	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Mitochondrial complex IV deficiency, nuclear type 19, OMIM:619063				28386624		False	1	0;0;0	7.6	False		ENSG00000232838	ENSG00000232838	HGNC:40045													
PNPLA4	gene	PNPLA4	Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders								False	1	0;0;100	7.6	False		ENSG00000006757	ENSG00000006757	HGNC:24887													
POP1	gene	POP1	Expert	Mitochondrial disorders	Mitochondrial	Metabolic disorders								False	1	0;100;0	7.6	False		ENSG00000104356	ENSG00000104356	HGNC:30129													
PTCD1	gene	PTCD1	Expert list	Mitochondrial disorders	Mitochondrial	Metabolic disorders		Multiple respiratory chain complex deficiencies (disorders of protein synthesis)						False	1	0;100;0	7.6	False		ENSG00000106246	ENSG00000106246	HGNC:22198													
PTRH2	gene	PTRH2	Expert list	Mitochondrial disorders	Mitochondrial	Metabolic disorders		Infantile-onset multisystem neurologic, endocrine, and pancreatic disease 616263				29903433;28328138;31057140;25558065		False	1	0;0;100	7.6	False		ENSG00000141378	ENSG00000141378	HGNC:24265													
PYCR1	gene	PYCR1	Expert Review Red;Radboud University Medical Center, Nijmegen	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Cutis laxa, autosomal recessive, type IIB, 612940;Cutis laxa, autosomal recessive, type IIIB, 614438						False	1	50;0;50	7.6	True		ENSG00000183010	ENSG00000183010	HGNC:9721													
ROBO3	gene	ROBO3	Expert Review Red;Literature	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Gaze palsy, familial horizontal, with progressive scoliosis, 1, 607313				15105459; 16525029		False	1	67;0;33	7.6	False		ENSG00000154134	ENSG00000154134	HGNC:13433													
SAMHD1	gene	SAMHD1	Expert list;Expert Review Red	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Aicardi-Goutieres syndrome-5 (AGS5)				PMID: 19525956;25604658		False	1	50;0;50	7.6	True		ENSG00000101347	ENSG00000101347	HGNC:15925													
SDHAF2	gene	SDHAF2	Emory Genetics Laboratory;Expert;Expert list	Mitochondrial disorders	Mitochondrial	Metabolic disorders		Mitochondrial Diseases;Isolated complex II deficiency						False	1	50;0;50	7.6	False		ENSG00000167985	ENSG00000167985	HGNC:26034													
SDHAF3	gene	SDHAF3	Expert Review Red;NHS GMS	Mitochondrial disorders	Mitochondrial	Metabolic disorders	Unknown	No OMIM phenotype						False	1	0;50;50	7.6	False		ENSG00000196636	ENSG00000196636	HGNC:21752													
SDHAF4	gene	SDHAF4	Expert Review Red;NHS GMS	Mitochondrial disorders	Mitochondrial	Metabolic disorders	Unknown	No OMIM phenotype						False	1	0;50;50	7.6	False		ENSG00000154079	ENSG00000154079	HGNC:20957													
SDHC	gene	SDHC	Emory Genetics Laboratory;Expert;Expert list	Mitochondrial disorders	Mitochondrial	Metabolic disorders		Mitochondrial Diseases;Isolated complex II deficiency						False	1	100;0;0	7.6	False		ENSG00000143252	ENSG00000143252	HGNC:10682													
SECISBP2	gene	SECISBP2	Expert list	Mitochondrial disorders	Mitochondrial	Metabolic disorders								False	1	0;0;100	7.6	False		ENSG00000187742	ENSG00000187742	HGNC:30972													
SEPSECS	gene	SEPSECS	Expert list	Mitochondrial disorders	Mitochondrial	Metabolic disorders						29903433;29464431;20920667		False	1	0;0;100	7.6	False		ENSG00000109618	ENSG00000109618	HGNC:30605													
SLC25A10	gene	SLC25A10	Expert list	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	?Mitochondrial DNA depletion syndrome 19, OMIM:618972				29903433;29211846		False	1	0;0;100	7.6	False		ENSG00000183048	ENSG00000183048	HGNC:10980													
SLC25A13	gene	SLC25A13	Radboud University Medical Center, Nijmegen	Mitochondrial disorders	Mitochondrial	Metabolic disorders		Citrullinemia, adult-onset type II, 603471;Citrullinemia, type II, neonatal-onset, 605814						False	1	100;0;0	7.6	False		ENSG00000004864	ENSG00000004864	HGNC:10983													
SLC25A22	gene	SLC25A22	Expert;Expert Review Red;Radboud University Medical Center, Nijmegen	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Epileptic encephalopathy, early infantile, 3, 609304						False	1	50;0;50	7.6	True		ENSG00000177542	ENSG00000177542	HGNC:19954													
SLC25A40	gene	SLC25A40	Expert	Mitochondrial disorders	Mitochondrial	Metabolic disorders								False	1	0;100;0	7.6	False		ENSG00000075303	ENSG00000075303	HGNC:29680													
SLC33A1	gene	SLC33A1	Expert list	Mitochondrial disorders	Mitochondrial	Metabolic disorders		Congenital cataracts, hearing loss, and neurodegeneration 614482;Spastic paraplegia 42, autosomal dominant 612539				29903433		False	1	0;0;100	7.6	False		ENSG00000169359	ENSG00000169359	HGNC:95													
SLC39A8	gene	SLC39A8	Expert list	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Congenital disorder of glycosylation, type IIn, OMIM:616721;SLC39A8-CDG, MONDO:0014746				29903433;29453449;27995398		False	1	0;50;50	7.6	False		ENSG00000138821	ENSG00000138821	HGNC:20862													
SLC44A1	gene	SLC44A1	Expert list	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	mild ID, macrocephaly, acanthosis nigricans, accessory mamilla, muscular hypotonia, frontotemporal cerebral atrophy				29903433;28097321		False	1	0;0;100	7.6	False		ENSG00000070214	ENSG00000070214	HGNC:18798													
SRRT	gene	SRRT	Expert list	Mitochondrial disorders	Mitochondrial	Metabolic disorders		Multiple respiratory chain complex deficiencies (disorders of protein synthesis)						False	1	0;0;100	7.6	False		ENSG00000087087	ENSG00000087087	HGNC:24101													
STAT2	gene	STAT2	Expert list;Expert Review Red;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	severe neurological deterioration following viral infection;elongated mitochondria;Immunodeficiency 44, 616636				26122121;28087227;23391734		False	1	75;0;25	7.6	True		ENSG00000170581	ENSG00000170581	HGNC:11363													
STXBP1	gene	STXBP1	Expert list	Mitochondrial disorders	Mitochondrial	Metabolic disorders		Epileptic encephalopathy, early infantile, 4 612164				29903433		False	1	0;0;100	7.6	False		ENSG00000136854	ENSG00000136854	HGNC:11444													
SUCLG2	gene	SUCLG2	Radboud University Medical Center, Nijmegen	Mitochondrial disorders	Mitochondrial	Metabolic disorders		No OMIM phenotype						False	1	0;100;0	7.6	False		ENSG00000172340	ENSG00000172340	HGNC:11450													
TANGO2	gene	TANGO2	Expert Review;Expert Review Red	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Metabolic encephalomyopathic crises, recurrent, with rhabdomyolysis, cardiac arrhythmias, and neurodegeneration 616878				26805782;26805781		False	1	67;0;33	7.6	False		ENSG00000183597	ENSG00000183597	HGNC:25439													
TIMM44	gene	TIMM44	Radboud University Medical Center, Nijmegen	Mitochondrial disorders	Mitochondrial	Metabolic disorders		No OMIM phenotype						False	1	0;100;0	7.6	False		ENSG00000104980	ENSG00000104980	HGNC:17316													
TMEM126A	gene	TMEM126A	Expert;Radboud University Medical Center, Nijmegen	Mitochondrial disorders	Mitochondrial	Metabolic disorders		Optic atrophy-7, 612989						False	1	100;0;0	7.6	False		ENSG00000171202	ENSG00000171202	HGNC:25382													
TRAK1	gene	TRAK1	Expert list	Mitochondrial disorders	Mitochondrial	Metabolic disorders								False	1	0;0;100	7.6	False		ENSG00000182606	ENSG00000182606	HGNC:29947													
TRAP1	gene	TRAP1	Expert	Mitochondrial disorders	Mitochondrial	Metabolic disorders						PMID: 24152966 - recessive mutations reported in 2 families with CAKUT, and 3 families with VACTERL.		False	1	100;0;0	7.6	False		ENSG00000126602	ENSG00000126602	HGNC:16264													
TXN2	gene	TXN2	Expert list;Expert Review Red;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	infantile-onset neurodegenerative disorder with severe cerebellar atrophy, epilepsy, dystonia, optic atrophy, and peripheral neuropathy;?Combined oxidative phosphorylation deficiency 29				26626369		False	1	100;0;0	7.6	True		ENSG00000100348	ENSG00000100348	HGNC:17772													
UQCC1	gene	UQCC1	Expert Review Red;NHS GMS	Mitochondrial disorders	Mitochondrial	Metabolic disorders	Unknown	No OMIM phenotype						False	1	0;50;50	7.6	False		ENSG00000101019	ENSG00000101019	HGNC:15891													
UQCR10	gene	UQCR10	Expert Review Red;NHS GMS	Mitochondrial disorders	Mitochondrial	Metabolic disorders	Unknown	No OMIM phenotype						False	1	0;50;50	7.6	False		ENSG00000184076	ENSG00000184076	HGNC:30863													
UQCR11	gene	UQCR11	Expert Review Red;NHS GMS	Mitochondrial disorders	Mitochondrial	Metabolic disorders	Unknown	No OMIM phenotype						False	1	0;50;50	7.6	False		ENSG00000127540	ENSG00000127540	HGNC:30862													
UQCRH	gene	UQCRH	Radboud University Medical Center, Nijmegen	Mitochondrial disorders	Mitochondrial	Metabolic disorders		No OMIM phenotype						False	1	0;100;0	7.6	False		ENSG00000173660	ENSG00000173660	HGNC:12590													
USMG5	gene	USMG5	Expert list	Mitochondrial disorders	Mitochondrial	Metabolic disorders		Autosomal recessive Leigh syndrome				29903433;29917077;30240627		False	1	0;100;0	7.6	False		ENSG00000173915	ENSG00000173915	HGNC:30889													
VPS13C	gene	VPS13C	Expert Review Red;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Parkinson disease 23, autosomal recessive, early onset, 616840				26942284;30452786;28862745		False	1	33;0;67	7.6	False		ENSG00000129003	ENSG00000129003	HGNC:23594													
WFS1	gene	WFS1	Expert Review Red;NHS GMS	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Wolfram syndrome 1, 222300;Deafness, autosomal dominant 6/14/38, 600965;Wolfram-like syndrome, autosomal dominant, 614296						False	1	0;0;100	7.6	False		ENSG00000109501	ENSG00000109501	HGNC:12762													
XRCC4	gene	XRCC4	Expert list	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Short stature, microcephaly, and endocrine dysfunction, OMIM:616541				29903433		False	1	0;0;100	7.6	False		ENSG00000152422	ENSG00000152422	HGNC:12831													
DMPK_CTG	str	DMPK	Expert Review Green;NHS GMS;Expert Review	Mitochondrial disorders	Mitochondrial	Metabolic disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Myotonic dystrophy 1, OMIM:160900						False	3	0;0;0	7.6	True		ENSG00000104936	ENSG00000104936	HGNC:2933	19	46273463	46273522	45770205	45770264	CTG	35	50					
FXN_GAA	str	FXN	NHS GMS;Expert Review Red;Expert Review	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Friedreich ataxia, OMIM:229300;Friedreich ataxia with retained reflexes, OMIM:229300						False	1	100;0;0	7.6	True		ENSG00000165060	ENSG00000165060	HGNC:3951	9	71652203	71652220	69037287	69037304	GAA	44	66					
ISCA-37440-Loss	region		Expert Review Green;ClinGen	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	mild/moderate mental retardation;facial dysmorphism;Hypotonia-cystinuria syndrome (HCS);2p21 deletion syndrome;rapid weight gain in late childhood;failure to thrive;growth hormone deficiency;606407;lactic acidemia;respiratory chain complex IV deficiency;hyperphagia;minor facial dysmorphism;severe somatic and developmental delay;nephrolithiasis;cystinuria;neonatal seizures;hypotonia				11524703;18234729;16385448		False	3	0;0;0	7.6	False					2			44183133	44362502				30		60	cnv_loss	2p21 region (includes PREPL and SLC3A1) Loss
